code,mode,class,name
J-62510,,02,"ouvrière de ferme laitière, en général"
J-62520,,01,trayeur (traite mécanique)
J-62520,,02,trayeuse (traite mécanique)
J-62590,,01,autres ouvriers de ferme laitière
J-62590,,02,autres ouvrières de ferme laitière
J-62600,,00,626 Ouvriers de ferme d'élevage de volailles
J-62610,,01,"ouvriers de ferme d'élevage de volailles, en général"
J-62610,,02,"ouvrières de ferme d'élevage de volailles, en général"
J-62620,,01,ouvrier agricole de parc avicole
J-62620,,02,ouvrière agricole de parc avicole
J-62690,,01,autres ouvriers de ferme d'élevage de volailles
J-62690,,02,autres ouvrières de ferme d'élevage de volailles
J-62700,,00,627 Ouvriers pépiniéristes et jardiniers
J-62720,,01,ouvrier maraîcher
J-62720,,02,ouvrière maraîchère
J-62730,,01,ouvrier pépiniériste
J-62730,,02,ouvrière pépiniériste
J-62740,,01,ouvrier jardinier
J-62740,,02,ouvrière jardinière
J-62790,,01,autres ouvriers pépiniéristes et jardiniers
J-62790,,02,autres ouvrières pépiniéristes et jardinières
J-62800,,00,628 Conducteurs de machinerie agricole
J-62820,,01,Conducteur de machinerie agricole motorisée
J-62820,,02,conductrice de machinerie agricole motorisée
J-62890,,01,autres conducteurs de machineries agricoles
J-62890,,02,autres conductrices de machineries agricoles
J-62900,,00,629 Travailleurs agricoles et éleveurs n.c.a.
J-62920,,01,ouvrier agricole (apiculture)
J-62920,,02,ouvrière agricole (apiculture)
J-62930,,01,ouvrier agricole (sériciculture)
J-62930,,02,ouvrière agricole (sériciculture)
J-62940,,01,récolteur de résine (à l'exception du latex)
J-62940,,02,récolteuse de résine (à l'exception du latex)
J-62950,,01,irrigateur
J-62950,,02,irrigatrice
J-62960,,01,ouvrier jardinier (entretien de terrains de jeu et de sport)
J-62960,,02,ouvrière jardinière (entretien de terrains de jeu et de sport)
J-62990,,01,autres travailleurs agricoles et éleveurs
J-62990,,02,autres travailleuses agricoles et éleveuses
J-63000,,0,63 Travailleurs forestiers
J-63100,,00,631 Bûcherons
J-63110,,01,"bûcheron, en général"
J-63110,,02,"bûcheronne, en général"
J-63120,,01,abatteur-tronçonneur
J-63120,,02,abatteuse-tronçonneuse
J-63130,,01,ouvrier grimpeur (exploitation forestière)
J-63130,,02,ouvrière grimpeuse (exploitation forestière)
J-63140,,01,draveur
J-63140,,02,draveuse
J-63190,,01,autres bûcherons
J-63190,,02,autres bûcheronnes
J-63200,,00,632 Travailleurs forestiers (à l'exception des bûcherons)
J-63220,,01,surveillant forestier
J-63220,,02,surveillante forestière
J-63230,,01,travailleur forestier
J-63230,,02,travailleuse forestière
J-63240,,01,estimateur de bois de sciage
J-63240,,02,estimatrice de bois de sciage
J-63250,,01,pompier forestier
J-63250,,02,pompière forestière
J-63290,,01,autres travailleurs forestiers
J-63290,,02,autres travailleuses forestières
J-64000,,0,"64 Pêcheurs, chasseurs et travailleurs assimilés"
J-64100,,00,641 Pêcheurs
J-64120,,01,pêcheur en haute mer
J-64120,,02,pêcheuse en haute mer
J-64130,,01,pêcheur en eaux côtières et en eaux intérieures
J-64130,,02,pêcheuse en eaux côtières et en eaux intérieures
J-64900,,00,"649 Pêcheurs, chasseurs et travailleurs assimilés n.c.a."
J-64920,,01,pisciculteur
J-64920,,02,piscicultrice
J-64930,,01,ostréiculteur
J-64930,,02,ostréicultrice
J-64940,,01,pêcheur de baleines
J-64940,,02,pêcheuse de baleines
J-64950,,01,chasseur de phoques
J-64950,,02,chasseuse de phoques
J-64960,,01,trappeur et chasseur
J-64960,,02,trappeuse et chasseuse
J-64990,,01,"autres pêcheurs, chasseurs et travailleurs assimilés"
J-64990,,02,"autres pêcheuses, chasseuses et travailleuses assimilées"
J-70000,,,"Sections 7-8-9 Travailleurs de la production et assimilés, conducteurs d'engins de transport et manoeuvres"
J-70000,,0,70 Superviseurs de la production et contremaîtres généraux
J-70010,,01,"superviseur de la production et contremaître général, en général"
J-70010,,02,"superviseure de la production et contremaîtresse générale, en général"
J-70020,,01,"superviseur de la production et contremaître général (mines, carrières et forage de puits)"
J-70020,,02,"superviseure de la production et contremaîtresse générale (mines, carrières et forage de puits)"
J-70030,,01,superviseur de la production et contremaître général (traitement des métaux)
J-70030,,02,superviseure de la production et contremaîtresse générale (traitement des métaux)
J-70040,,01,superviseur de la production et contremaître général (traitement de produits chimiques et de matières connexes)
J-70040,,02,superviseure de la production et contremaîtresse générale (traitement de produits chimiques et de matières connexes)
J-70050,,01,superviseur de la production et contremaître général (fabrication de machines et de produits métallurgiques)
J-70050,,02,superviseure de la production et contremaîtresse générale (fabrication de machines et de produits métallurgiques)
J-70055,,01,superviseur de la production et contremaître général (fabrication et installation d'équipements électriques et électroniques)
J-70055,,02,superviseure de la production et contremaîtresse générale (fabrication et installation d'équipements électriques et électroniques)
J-70060,,01,"superviseur de la production et contremaître général (fabrication de produits en papier, en matière plastique, caoutchouc et matières chimiques et synthétiques"
J-70060,,02,"superviseure de la production et contremaîtresse générale (fabrication de produits en papier, en matière plastique, en caoutchouc et matières chimiques et synthétiques"
J-70065,,01,superviseur de la production et contremaître général (transformation des aliments et des boissons)
J-70065,,02,superviseure de la production et contremaîtresse générale (transformation des aliments et des boissons)
J-70070,,01,superviseur de la production et contremaître général (production de textiles et confection de vêtements)
J-70070,,02,superviseure de la production et contremaîtresse générale (production de textiles et confection de vêtements)
J-70075,,01,superviseur de la production et contremaître général (travaux de construction)
J-70075,,02,superviseure de la production et contremaîtresse générale (travaux de construction)
J-70080,,01,"superviseur de la production et contremaître général (production et distribution d'électricité, de gaz et d'eau)"
J-70080,,02,"superviseure de la production et contremaîtresse générale (production et distribution d'électricité, de gaz et d'eau)"
J-70090,,01,autres superviseurs de la production et contremaîtres généraux
J-70090,,02,autres superviseures de la production et contremaîtresses générales
J-71000,,0,"71 Mineurs, roctiers, foreur de puits et travailleurs assimilés"
J-71100,,00,711 Mineurs et roctiers
J-71105,,01,"mineur, en général"
J-71105,,02,"mineuse, en général"
J-71110,,01,"roctier, en général"
J-71110,,02,"roctière, en général"
J-71120,,01,conducteur de haveuse (mines)
J-71120,,02,conductrice de haveuse (mines)
J-71130,,01,conducteur de foreuse (mines et carrières)
J-71130,,02,conductrice de foreuse (mines et carrières)
J-71140,,01,opérateur de haveuse continue
J-71140,,02,opératrice de haveuse continue
J-71150,,01,boutefeu (mines et carrières)
J-71150,,02,boutefeue (mines et carrières)
J-71160,,01,boiseur de fond
J-71170,,01,échantillonneur (mines)
J-71170,,02,échantillonneuse (mines)
J-71190,,01,autres mineurs et roctiers
J-71190,,02,autres mineuses et roctières
J-71200,,00,712 Ouvriers du traitement des minerais et des pierres
J-71220,,01,fendeur de pierres
J-71220,,02,fendeuse de pierres
J-71230,,01,conducteur de concasseur de minerai
J-71230,,02,conductrice de concasseur de minerai
J-71240,,01,conducteur de broyeur de minerai
J-71240,,02,conductrice de broyeur de minerai
J-71250,,01,conducteur de cribles
J-71250,,02,conductrice de cribles
J-71260,,01,conducteur d'appareil de flottation
J-71260,,02,conductrice d'appareil de flottation
J-71270,,01,conducteur d'appareil de précipitation
J-71270,,02,conductrice d'appareil de précipitation
J-71280,,01,conducteur de cône de séparation (mines)
J-71280,,02,conductrice de cône de séparation (mines)
J-71290,,01,autres ouvriers du traitement des minerais et des pierres
J-71290,,02,autres ouvrières du traitement des minerais et des pierres
J-71300,,00,713 Foreurs-sondeurs de puits et travailleurs assimilés
J-71320,,01,foreur-sondeur (puits de pétrole et de gaz)
J-71320,,02,foreuse-sondeuse (puits de pétrole et de gaz)
J-71330,,01,conducteur de foreuse rotative (puits de pétrole et de gaz)
J-71330,,02,conductrice de foreuse rotative (puits de pétrole et de gaz)
J-71340,,01,conducteur de foreuse à câble (puits de pétrole et de gaz)
J-71340,,02,conductrice de foreuse à câble (puits de pétrole et de gaz)
J-71350,,01,ouvrier à la cimentation (puits de pétrole et de gaz)
J-71350,,02,ouvrière à la cimentation (puits de pétrole et de gaz)
J-71360,,01,sondeur de plancher (puits de pétrole et de gaz)
J-71360,,02,sondeuse de plancher (puits de pétrole et de gaz)
J-71370,,01,ouvrier d'acidification (puits de pétrole et de gaz)
J-71370,,02,ouvrière d'acidification (puits de pétrole et de gaz)
J-71380,,01,foreur-sondeur de puits (à l'exception des puits de pétrole et de gaz)
J-71380,,02,foreuse-sondeuse de puits (à l'exception des puits de pétrole et de gaz)
J-71390,,01,autres foreurs-soudeurs de puits et travailleurs assimilés
J-71390,,02,autres foreuses-foreuses de puits et travailleuses assimilées
J-72000,,0,72 Ouvriers de la transformation des métaux
J-72100,,00,"721 Fondeurs (fusion, convertissage et affinage des métaux)"
J-72120,,01,fondeur de haut fourneau (fusion du minerai)
J-72120,,02,fondeuse de haut fourneau (fusion du minerai)
J-72130,,01,Fondeur au four à sole (acier)
J-72130,,02,fondeuse au four à sole (acier)
J-72140,,01,fondeur au four à oxygène (convertissage de l'acier)
J-72140,,02,fondeuse au four à oxygène (convertissage de l'acier)
J-72150,,01,fondeur au convertisseur Bessemer (convertissage de l'acier)
J-72150,,02,fondeuse au convertisseur Bessemer (convertissage de l'acier)
J-72160,,01,fondeur au four à arc électrique (affinage de l'acier)
J-72160,,02,fondeuse au four à arc électrique (affinage de l'acier)
J-72170,,01,fondeur au convertissage et à l'affinage des métaux non ferreux
J-72170,,02,fondeuse au convertissage et à l'affinage des métaux non ferreux
J-72190,,01,"autres fondeurs (fusion, convertissage et affinage des métaux)"
J-72190,,02,"autres fondeuses (fusion, convertissage et affinage des métaux)"
J-72200,,00,722 Lamineurs
J-72220,,01,lamineur d'acier à chaud
J-72220,,02,lamineuse d'acier à chaud
J-72230,,01,lamineur d'acier sur train continu
J-72230,,02,lamineuse d'acier sur train continu
J-72240,,01,lamineur d'acier à froid
J-72240,,02,lamineuse d'acier à froid
J-72250,,01,lamineur de métaux non ferreux
J-72250,,02,lamineuse de métaux non ferreux
J-72260,,01,lamineur de tuyaux et tubes sans soudure
J-72260,,02,lamineuse de tuyaux et tubes sans soudure
J-72270,,01,opérateur de laminoir
J-72270,,02,opératrice de laminoir
J-72290,,01,autres lamineurs
J-72290,,02,autres lamineuses
J-72300,,00,723 Conducteurs de fours de deuxième fusion et de fours à réchauffer
J-72320,,01,fondeur de deuxième fusion (sauf au cubilot)
J-72320,,02,fondeuse de deuxième fusion (sauf au cubilot)
J-72330,,01,fondeur de deuxième fusion au cubilot
J-72330,,02,fondeuse de deuxième fusion au cubilot
J-72340,,01,conducteur de four à réchauffer les métaux
J-72340,,02,conductrice de four à réchauffer les métaux
J-72390,,01,autres conducteurs de fours de deuxième fusion et de fours à réchauffer
J-72390,,02,autres conductrices de fours de deuxième fusion et de fours à réchauffer
J-72400,,00,724 Couleurs de métaux
J-72420,,01,couleur de métal
J-72420,,02,couleuse de métal
J-72430,,01,conducteur de machine à couler par méthode centrifuge
J-72430,,02,conductrice de machine à couler par méthode centrifuge
J-72440,,01,conducteur de machine à couler sous pression
J-72440,,02,conductrice de machine à couler sous pression
J-72450,,01,conducteur de machine à couler en continu des tubes en métaux non ferreux
J-72450,,02,conductrice de machine à couler en continu des tubes en métaux non ferreux
J-72490,,01,autres couleurs de métaux
J-72490,,02,autres couleuses de métaux
J-72500,,00,725 Mouleurs de métaux et noyauteurs
J-72520,,01,mouleur à l'établi (fonderie)
J-72520,,02,mouleuse à l'établi (fonderie)
J-72530,,01,mouleur au sol et en fosse
J-72530,,02,mouleuse au sol et en fosse
J-72540,,01,mouleur à la machine (fonderie)
J-72540,,02,mouleuse à la machine (fonderie)
J-72550,,01,noyauteur à la main
J-72550,,02,noyauteuse à la main
J-72560,,01,noyauteur à la machine
J-72560,,02,noyauteuse à la machine
J-72590,,01,autres mouleurs de métal et noyauteurs
J-72590,,02,autres mouleuses de métal et noyauteuses
J-72600,,00,"726 Recuiseurs, trempeurs-revenisseurs et cémenteurs de métaux"
J-72620,,01,recuiseur de métaux
J-72620,,02,recuiseuse de métaux
J-72630,,01,trempeur de métaux
J-72630,,02,trempeuse de métaux
J-72640,,01,cémenteur de métaux
J-72640,,02,cémenteuse de métaux
J-72650,,01,trempeur-revenisseur de métaux
J-72650,,02,trempeuse-revenisseuse de métaux
J-72690,,01,"autres recuiseurs, trempeurs-revenisseurs et cémenteurs de métaux"
J-72690,,02,"autres recuiseuses, trempeuses-revenisseuses et cémenteuses de métaux"
J-72700,,00,727 Tréfileurs et conducteurs de presse à filer le métal
J-72720,,01,tréfileur à la main
J-72720,,02,tréfileuse à la main
J-72730,,01,tréfileur à la machine
J-72730,,02,tréfileuse à la machine
J-72740,,01,étireur de tubes et tuyaux sans soudure
J-72740,,02,étireuse de tubes et tuyaux sans soudure
J-72750,,01,conducteur de presse à filer le métal
J-72750,,02,conductrice de presse à filer le métal
J-72790,,01,autres tréfileurs et conducteurs de presse à filer le métal
J-72790,,02,autres tréfileuses et conductrices de presse à filer le métal
J-72800,,00,728 Électroplastes et métalliseurs
J-72820,,01,électroplaste
J-72830,,01,métalliseur au bain chaud
J-72830,,02,métalliseuse au bain chaud
J-72840,,01,métalliseur de fils métalliques au bain automatique
J-72840,,02,métalliseuse de fils métalliques au bain automatique
J-72850,,01,métalliseur au pistolet
J-72850,,02,métalliseuse au pistolet
J-72890,,01,autres électroplastes et métalliseurs
J-72890,,02,autres électroplastes et métalliseuses
J-72900,,00,729 Ouvriers de la transformation des métaux n.c.a.
J-72920,,01,trempeur (bleuissage des métaux)
J-72920,,02,trempeuse (bleuissage des métaux)
J-72930,,01,dresseur-planeur de surfaces métalliques
J-72930,,02,dresseuse-planeuse de surfaces métalliques
J-72940,,01,nettoyeur-dégraisseur de métaux
J-72940,,02,nettoyeuse-dégraisseuse de métaux
J-72990,,01,autres ouvriers de la transformation des métaux
J-72990,,02,autres ouvrières de la transformation des métaux
J-73000,,0,73 Ouvriers de la préparation du bois et de la fabrication du papier
J-73100,,00,731 Ouvriers au traitement du bois
J-73120,,01,sécheur de bois
J-73120,,02,sécheuse de bois
J-73130,,01,imprégnateur de bois
J-73130,,02,imprégnatrice de bois
J-73190,,01,autres ouvriers au traitement du bois
J-73190,,02,autres ouvrières au traitement du bois
J-73200,,00,"732 Scieurs, colleurs de contre-plaqués et ouvriers assimilés (préparation du bois)"
J-73210,,01,"scieur en scierie, en général"
J-73210,,02,"scieuse en scierie, en général"
J-73220,,01,scieur-coupeur de bords
J-73220,,02,scieuse-coupeuse de bords
J-73230,,01,conducteur de scie à ruban
J-73230,,02,conductrice de scie à ruban
J-73240,,01,coupeur de bois de placage
J-73240,,02,coupeuse de bois de placages
J-73250,,01,conducteur de dresseuse-encoleuse de contre-plaqué
J-73250,,02,conductrice de dresseuse-encoleuse de contre-plaqué
J-73260,,01,conducteur de presse de contre-plaqué
J-73260,,02,conductrice de presse de contre-plaqué
J-73270,,01,classeur de bois
J-73270,,02,classeuse de bois
J-73290,,01,"autres scieurs, colleurs de contre-plaqués et ouvriers assimilés (préparation du bois)"
J-73290,,02,"autres scieuses, colleuses de contre-plaqués et ouvrières assimilées (préparation du bois)"
J-73300,,00,733 Préparateurs de pâte à papier
J-73320,,01,conducteur de machine à râper et à défibrer
J-73320,,02,conductrice de machine à râper et à défibrer
J-73330,,01,conducteur de coupeuse de bois
J-73330,,02,conductrice de coupeuse de bois
J-73340,,01,conducteur de lessiveur
J-73340,,02,conductrice de lessiveur
J-73350,,01,blanchisseur de pâte à papier
J-73350,,02,blanchisseuse de pâte à papier
J-73360,,01,opérateur de pile (pâtes et papiers)
J-73360,,02,opératrice de pile (pâtes et papiers)
J-73390,,01,autres préparateurs de pâte à papier
J-73390,,02,autres préparatrices de pâte à papier
J-73400,,00,734 Ouvriers à la fabrication du papier
J-73420,,01,conducteur de machine à papier (table de fabrication)
J-73420,,02,conductrice de machine à papier (table de fabrication)
J-73430,,01,conducteur de machine à papier (séchage et finition)
J-73430,,02,conductrice de machine à papier (séchage et finition)
J-73440,,01,opérateur de supercalandre
J-73440,,02,opératrice de supercalandre
J-73450,,01,conducteur de coucheuse
J-73450,,02,conductrice de coucheuse
J-73460,,01,papetier à la cuve
J-73460,,02,papetière à la cuve
J-73490,,01,autres ouvriers à la fabrication du papier
J-73490,,02,autres ouvrières à la fabrication du papier
J-74000,,0,"74 Conducteurs de fours, d'appareils chimiques et travailleurs assimilés"
J-74100,,00,"741 Conducteurs de concasseurs, de broyeurs et de mélangeurs"
J-74120,,01,conducteur de concasseur (processus chimiques et connexes)
J-74120,,02,conductrice de concasseur (processus chimiques et connexes)
J-74130,,01,broyeur-pulvérisateur (processus chimiques et connexes)
J-74130,,02,broyeuse-pulvérisatrice (processus chimiques et connexes)
J-74140,,01,conducteur de mélangeur (processus chimiques et connexes)
J-74140,,02,conductrice de mélangeur (processus chimiques et connexes)
J-74190,,01,"autres conducteurs de concasseurs, de broyeurs et de mélangeurs"
J-74190,,02,"autres conductrices de concasseurs, de broyeurs et de mélangeurs"
J-74200,,00,"742 Cuiseurs, conducteurs de fours de grillage et conducteurs de fours à traitement thermique assimilés"
J-74220,,01,cuiseur (processus chimiques et connexes)
J-74220,,02,cuiseuse (processus chimiques et connexes)
J-74230,,01,conducteur de four de grillage (processus chimiques et connexes)
J-74230,,02,conductrice de four de grillage (processus chimiques et connexes)
J-74240,,01,conducteur de séchoir (processus chimiques et connexes)
J-74240,,02,conductrice de séchoir (processus chimiques et connexes)
J-74290,,01,"autres cuiseurs, conducteurs de four de grillage et conducteurs de fours à traitement thermique assimilés"
J-74290,,02,"autres cuiseuses, conductrices de four de grillage et conductrices de fours à traitement thermique assimilées"
J-74300,,00,743 Conducteurs d'appareils de filtrage
J-74320,,01,conducteur de filtre-presse
J-74320,,02,conductrice de filtre-presse
J-74330,,01,conducteur de filtre à tambour rotatif
J-74330,,02,conductrice de filtre à tambour rotatif
J-74340,,01,conducteur de centrifugeur
J-74340,,02,conductrice de centrifugeur
J-74350,,01,ouvrier du traitement du pétrole brut (champs d'extraction)
J-74350,,02,ouvrière du traitement du pétrole brut (champs d'extraction)
J-74390,,01,autres conducteurs d'appareils de filtrage
J-74390,,02,autres conductrices d'appareils de filtrage
J-74400,,00,744 Conducteurs d'appareils de distillation et de réaction
J-74420,,01,"conducteur d'appareil à distiller en discontinu (processus chimiques, à l'exception du pétrole)"
J-74420,,02,"conductrice d'appareil à distiller en discontinu (processus chimiques, à l'exception du pétrole)"
J-74430,,01,"conducteur d'appareil à distiller en continu (processus chimiques, à l'exception du pétrole)"
J-74430,,02,"conductrice d'appareil à distiller en continu (processus chimiques, à l'exception du pétrole)"
J-74440,,01,"conducteur d'appareil de réaction et de conversion (processus chimiques, à l'exception du pétrole)"
J-74440,,02,"conductrice d'appareil de réaction et de conversion (processus chimiques, à l'exception du pétrole)"
J-74450,,01,conducteur d'évaporateur
J-74450,,02,conductrice d'évaporateur
J-74460,,01,distillateur de bois en forêt
J-74460,,02,distillatrice de bois en forêt
J-74490,,01,autres conducteurs d'appareils de distillation et de réaction
J-74490,,02,autres conductrices d'appareils de distillation et de réaction
J-74500,,00,745 Ouvriers du raffinage du pétrole
J-74520,,01,conducteur d'installation de désulfuration (raffinage de pétrole)
J-74520,,02,conductrice d'installation de désulfuration (raffinage de pétrole)
J-74530,,01,pompiste (raffinage du pétrole)
J-74540,,01,distillateur (raffinage du pétrole)
J-74540,,02,distillatrice (raffinage du pétrole)
J-74550,,01,contrôleur du raffinage du pétrole
J-74550,,02,contrôleuse du raffinage du pétrole
J-74560,,01,mélangeur (raffinage du pétrole)
J-74560,,02,mélangeuse (raffinage du pétrole)
J-74570,,01,opérateur de séparation de paraffine
J-74570,,02,opératrice de séparation de paraffine
J-74590,,01,autres ouvriers du raffinage du pétrole
J-74590,,02,autres ouvrières du raffinage du pétrole
J-74900,,00,749 Ouvriers du traitement chimique des matières radioactives et travailleurs assimilés n.c.a.
J-74915,,01,ouvrier du blanchiment chimique
J-74915,,02,ouvrière du blanchiment chimique
J-74920,,01,conducteur de cokerie
J-74920,,02,conductrice de cokerie
J-74925,,01,conducteur d'appareils de production de gaz de houille
J-74925,,02,conductrice d'appareils de production de gaz de houille
J-74930,,01,charbonnier en charbon de bois
J-74930,,02,charbonnière en charbon de bois
J-74935,,01,ouvrier du traitement des fibres synthétiques
J-74935,,02,ouvrière du traitement des fibres synthétiques
J-74940,,01,ouvrier du traitement chimique de matières radioactives
J-74940,,02,ouvrière du traitement chimique de matières radioactives
J-74990,,01,autres ouvriers du traitement chimique des matières radioactives et travailleurs assimilés
J-74990,,02,autres ouvrières du traitement chimique des matières radioactives et travailleuses assimilées
J-75000,,0,"75 Fileurs, tisserands, tricoteurs, teinturiers et travailleurs assimilés"
J-75100,,00,751 Préparateurs de fibres textiles
J-75115,,01,trieur et classeur de fibres
J-75115,,02,trieuse et classeuse de fibres
J-75120,,01,laveur de laine
J-75120,,02,laveuse de laine
J-75125,,01,mélangeur de fibres
J-75125,,02,mélangeuse de fibres
J-75130,,01,batteur de fibres
J-75130,,02,batteuse de fibres
J-75135,,01,cardeur de fibres
J-75135,,02,cardeuse de fibres
J-75140,,01,nappeur de fibres
J-75140,,02,nappeuse de fibres
J-75145,,01,peigneur de fibres
J-75145,,02,peigneuse de fibres
J-75150,,01,allongeur de fibres
J-75150,,02,allongeuse de fibres
J-75155,,01,banc brocheur
J-75155,,02,banc brocheuse
J-75190,,01,autres préparateurs de fibres textiles
J-75190,,02,autres préparatrices de fibres textiles
J-75200,,00,752 Fileurs et bobineurs
J-75220,,01,fileur de fils et de filés
J-75220,,02,fileuse de fils et de filés
J-75230,,01,doubleur de fils
J-75230,,02,doubleuse de fils
J-75240,,01,retordeur de fils et de filés
J-75240,,02,retordeuse de fils et de filés
J-75250,,01,bobineur de fils et de filés
J-75250,,02,bobineuse de fils et de filés
J-75290,,01,autres fileurs et bobineurs
J-75290,,02,autres fileuses et bobineuses
J-75300,,00,753 Régleurs de métiers à tisser et à tricoter et metteurs en cartes
J-75320,,01,régleur de métiers à tisser
J-75320,,02,régleuse de métiers à tisser
J-75330,,01,régleur de métiers à tricoter
J-75330,,02,régleuse de métiers à tricoter
J-75340,,01,copiste de dessins pour cartons Jacquard
J-75350,,01,piqueur de cartons Jacquard
J-75350,,02,piqueuse de cartons Jacquard
J-75390,,01,autres régleurs de métiers à tisser et à tricoter et metteurs en cartes
J-75390,,02,autres régleuses de métiers à tisser et à tricoter et metteuses en cartes
J-75400,,00,754 Tisserands et ouvriers assimilés
J-75415,,01,ourdisseur
J-75415,,02,ourdisseuse
J-75420,,01,rentreur de chaîne à la main
J-75420,,02,rentreuse de chaîne à la main
J-75425,,01,rentreur de chaîne à la machine
J-75425,,02,rentreuse de chaîne à la machine
J-75430,,01,tisserand sur métier à bras
J-75430,,02,tisserande sur métier à bras
J-75435,,01,tapissier sur métier à bras
J-75435,,02,tapissière sur métier à bras
J-75440,,01,tisserand sur métier mécanique (à l'exception du métier à tisser Jacquard)
J-75440,,02,tisserande sur métier mécanique (à l'exception du métier à tisser Jacquard)
J-75445,,01,tisserand sur métier Jacquard
J-75445,,02,tisserande sur métier Jacquard
J-75450,,02,dentellière à la machine
J-75455,,01,tisseur de tapis sur métier à bras
J-75455,,02,tisseuse de tapis sur métier à bras
J-75460,,01,tisseur de tapis sur métier mécanique
J-75460,,02,tisseuse de tapis sur métier mécanique
J-75465,,01,tisseur de filet à la machine
J-75465,,02,tisseuse de filet à la machine
J-75470,,01,contrôleur de tissus
J-75470,,02,contrôleuse de tissus
J-75475,,01,stoppeur de tissus
J-75475,,02,stoppeuse de tissus
J-75490,,01,autres tisserands et ouvriers assimilés
J-75490,,02,autres tisserandes et ouvrières assimilées
J-75500,,00,755 Tricoteurs
J-75520,,01,tricoteur sur métier automatique (vêtements et tissus)
J-75520,,02,tricoteuse sur métier automatique (vêtements et tissus)
J-75530,,01,tricoteur de bas sur métier automatique
J-75530,,02,tricoteuse de bas sur métier automatique
J-75540,,01,tricoteur sur métier à bras
J-75540,,02,tricoteuse sur métier à bras
J-75550,,01,tricoteur à la main
J-75550,,02,tricoteuse à la main
J-75590,,01,autres tricoteurs
J-75590,,02,autres tricoteuses
J-75600,,00,"756 Blanchisseurs, teinturiers et finisseurs de produits textiles"
J-75615,,01,blanchisseur
J-75615,,02,blanchisseuse
J-75620,,01,teinturier de fils
J-75620,,02,teinturière de fils
J-75625,,01,teinturier de tissus
J-75625,,02,teinturière de tissus
J-75630,,01,teinturier de vêtements
J-75630,,02,teinturière de vêtements
J-75635,,01,laveur de produits textiles
J-75635,,02,laveuse de produits textiles
J-75640,,01,dégommeur de soie
J-75640,,02,dégommeuse de soie
J-75645,,01,carboniseur de laine
J-75645,,02,carboniseuse de laine
J-75650,,01,rétrécisseur de produits textiles
J-75650,,02,rétrécisseuse de produits textiles
J-75655,,01,fouleur de produits textiles
J-75655,,02,fouleuse de produits textiles
J-75660,,01,imperméabilisateur de produits textiles
J-75660,,02,imperméabilisatrice de produits textiles
J-75665,,01,chargeur de soie
J-75665,,02,chargeuse de soie
J-75670,,01,calandreur de tissus
J-75670,,02,calandreuse de tissus
J-75690,,01,"autres blanchisseurs, teinturiers et finisseurs de produits textiles"
J-75690,,02,"autres blanchisseuses, teinturières et finisseuses de produits textiles"
J-75900,,00,"759 Fileurs, tisserands, tricoteurs, teinturiers et travailleurs assimilés n.c.a."
J-75920,,01,passementier à la main
J-75920,,02,passementière à la main
J-75925,,01,passementier à la machine
J-75925,,02,passementière à la machine
J-75930,,01,crocheteur à la main
J-75930,,02,crocheteuse à la main
J-75935,,01,crocheteur à la machine
J-75935,,02,crocheteuse à la machine
J-75940,,01,confectionneur de filet à la main
J-75940,,02,confectionneuse de filet à la main
J-75945,,01,ouvrier en feutre
J-75945,,02,ouvrière en feutre
J-75950,,01,bastisseur aux cônes pour chapeaux de feutre
J-75950,,02,bastisseuse aux cônes pour chapeaux de feutre
J-75990,,01,"autres fileurs, tisserands, tricoteurs, teinturiers et travailleurs assimilés"
J-75990,,02,"autres fileuses, tisserandes, tricoteuses, teinturières et travailleuses assimilées"
J-76000,,0,"76 Tanneurs, peaussiers-délaineurs et apprêteurs de pelleteries"
J-76100,,00,761 Tanneurs et peaussiers-délaineurs
J-76120,,01,assortisseur de peaux
J-76120,,02,assortisseuse de peaux
J-76125,,01,peaussier-délaineur
J-76125,,02,peaussière-délaineuse
J-76130,,01,écharneur-ébourreur à la main
J-76130,,02,écharneuse-ébourreuse à la main
J-76135,,01,écharneur-ébourreur à la machine
J-76135,,02,écharneuse-ébourreuse à la machine
J-76140,,01,fendeur de peaux
J-76140,,02,fendeuse de peaux
J-76145,,01,tanneur
J-76145,,02,tanneuse
J-76150,,01,corroyeur de cuir
J-76150,,02,corroyeuse de cuir
J-76155,,01,teinturier sur cuir
J-76155,,02,teinturière sur cuir
J-76190,,01,autres tanneurs et peaussiers-délaineurs
J-76190,,02,autres tanneuses et peaussières-délaineuses
J-76200,,00,762 Apprêteurs de pelleteries
J-76220,,01,trieur de peaux à fourrure
J-76220,,02,trieuse de peaux à fourrure
J-76230,,01,écharneur de peaux à fourrure
J-76230,,02,écharneuse de peaux à fourrure
J-76240,,01,épileur et pareur de peaux à fourrure
J-76240,,02,épileuse et pareuse de peaux à fourrure
J-76250,,01,teinturier de peaux à fourrure
J-76250,,02,teinturière de peaux à fourrure
J-76260,,01,étireur de peaux à fourrure
J-76260,,02,étireuse de peaux à fourrure
J-76290,,01,autres apprêteurs de pelleteries
J-76290,,02,autres apprêteuses de pelleteries
J-77000,,0,77 Travailleurs de la transformation des aliments et des boissons
J-77100,,00,771 Meuniers et ouvriers assimilés
J-77120,,01,meunier
J-77120,,02,meunière
J-77130,,01,préparateur de riz
J-77130,,02,préparatrice de riz
J-77140,,01,préparateur d'épices
J-77140,,02,préparatrice d'épices
